@RELATION pacmandirection
@ATTRIBUTE posPacmanX  NUMERIC
@ATTRIBUTE posPacmanY   NUMERIC
@ATTRIBUTE score   NUMERIC
@ATTRIBUTE directionGhost1  {North,South,West,East,Stop,None}
@ATTRIBUTE directionGhost2  {North,South,West,East,Stop,None}
@ATTRIBUTE directionGhost3  {North,South,West,East,Stop,None}
@ATTRIBUTE directionGhost4  {North,South,West,East,Stop,None}
@ATTRIBUTE distanceGhosts1   NUMERIC
@ATTRIBUTE distanceGhosts2   NUMERIC
@ATTRIBUTE distanceGhosts3   NUMERIC
@ATTRIBUTE distanceGhosts4   NUMERIC
@ATTRIBUTE posGhost1X   NUMERIC
@ATTRIBUTE posGhost1Y   NUMERIC
@ATTRIBUTE posGhost2X   NUMERIC
@ATTRIBUTE posGhost2Y   NUMERIC
@ATTRIBUTE posGhost3X   NUMERIC
@ATTRIBUTE posGhost3Y   NUMERIC
@ATTRIBUTE posGhost4X   NUMERIC
@ATTRIBUTE posGhost4Y   NUMERIC
@ATTRIBUTE legalNorth   {True,False}
@ATTRIBUTE legalSouth   {True,False}
@ATTRIBUTE legalEast   {True,False}
@ATTRIBUTE legalWest   {True,False}
@ATTRIBUTE legalStop   {True,False}
@ATTRIBUTE livingGhost1   {True,False}
@ATTRIBUTE livingGhost2   {True,False}
@ATTRIBUTE livingGhost3   {True,False}
@ATTRIBUTE livingGhost4   {True,False}
@ATTRIBUTE directionPacman  {North,South,West,East,Stop,None}

@DATA
1,11,0,None,None,None,None,11,7,7,18,6,5,6,9,8,11,14,6,False,True,True,False,True,True,True,True,True,Stop,
1,11,-1,Stop,East,Stop,North,11,8,7,17,6,5,7,9,8,11,14,6,False,True,True,False,True,True,True,True,True,Stop,
1,11,-2,West,East,East,West,10,8,8,16,5,5,7,9,9,11,14,7,False,True,True,False,True,True,True,True,True,Stop,
2,11,-3,South,East,East,North,10,7,8,14,5,4,7,9,10,11,13,7,False,False,True,True,True,True,True,True,True,East,
3,11,-4,North,South,South,East,8,7,8,14,5,5,7,8,10,10,13,8,False,False,True,True,True,True,True,True,True,East,
4,11,-5,North,East,East,East,7,7,8,14,5,5,8,8,11,10,14,8,False,False,True,True,True,True,True,True,True,East,
5,11,-6,East,South,North,East,7,7,6,14,6,5,8,7,11,11,15,8,False,True,True,True,True,True,True,True,True,East,
5,10,-7,West,South,North,East,5,7,7,13,5,5,8,6,11,11,16,8,True,True,True,False,True,True,True,True,True,South,
5,9,-8,West,East,South,South,4,7,7,13,5,5,9,6,11,10,16,8,True,True,True,True,True,True,True,True,True,South,
6,9,-9,South,East,West,West,6,7,5,11,5,4,10,6,10,10,16,7,True,True,True,True,True,True,True,True,True,East,
7,9,-10,South,North,South,West,8,5,3,9,5,3,10,7,10,9,15,7,False,True,True,True,True,True,True,True,True,East,
8,9,-11,South,South,South,North,9,5,3,7,5,3,10,6,10,8,14,7,False,True,True,True,True,True,True,True,True,East,
9,9,-12,North,South,West,North,9,5,1,6,5,4,10,5,9,8,14,8,False,True,True,True,True,True,True,True,True,East,
10,9,-13,North,West,North,South,9,5,1,6,5,5,9,5,9,9,14,8,True,True,True,True,True,True,True,True,True,East,
10,8,-14,South,West,South,South,9,4,1,6,5,4,9,5,9,8,14,7,True,True,False,True,True,True,True,True,True,South,
10,7,-15,East,West,West,South,7,4,3,6,6,4,8,5,8,8,14,6,True,True,False,True,True,True,True,True,True,South,
10,6,84,North,East,East,South,5,2,3,6,6,5,9,5,9,8,14,5,True,True,False,True,True,True,True,True,True,South,
10,5,283,West,Stop,South,South,5,-1,3,5,5,5,3,1,9,7,14,4,True,True,True,True,True,True,False,True,True,South,
9,5,282,South,Stop,South,West,5,-1,2,5,5,4,3,1,9,7,14,4,True,True,True,True,True,True,False,True,True,West,
8,5,281,South,Stop,East,West,4,-1,4,6,5,4,3,1,10,7,13,4,True,True,True,True,True,True,False,True,True,West,
7,5,280,South,Stop,East,South,3,-1,5,8,5,4,3,1,10,7,13,4,False,True,True,True,True,True,False,True,True,West,
6,5,279,South,Stop,East,South,2,-1,6,9,5,4,3,1,10,7,13,3,False,True,True,True,True,True,False,True,True,West,
5,5,278,East,Stop,East,South,2,-1,7,10,6,4,3,1,10,7,13,3,False,True,True,True,True,True,False,True,True,West,
5,4,477,Stop,Stop,East,North,-1,-1,8,8,1,1,3,1,10,7,13,3,True,True,True,True,True,False,False,True,True,South,
6,4,476,Stop,Stop,South,East,-1,-1,6,8,1,1,3,1,10,6,13,4,True,True,True,True,True,False,False,True,True,East,
7,4,475,Stop,Stop,North,East,-1,-1,6,7,1,1,3,1,10,7,14,4,True,True,True,True,True,False,False,True,True,East,
8,4,474,Stop,Stop,West,North,-1,-1,4,7,1,1,3,1,9,7,14,4,True,True,True,True,True,False,False,True,True,East,
8,5,473,Stop,Stop,West,East,-1,-1,2,7,1,1,3,1,8,7,14,5,True,True,True,True,True,False,False,True,True,North,
8,6,672,Stop,Stop,Stop,South,-1,-1,-1,9,1,1,3,1,5,1,15,5,True,True,True,False,True,False,False,False,True,North,
8,7,671,Stop,Stop,Stop,North,-1,-1,-1,9,1,1,3,1,5,1,15,4,True,True,True,True,True,False,False,False,True,North,
8,8,670,Stop,Stop,Stop,North,-1,-1,-1,10,1,1,3,1,5,1,15,5,True,True,True,True,True,False,False,False,True,North,
9,8,669,Stop,Stop,Stop,North,-1,-1,-1,9,1,1,3,1,5,1,15,5,True,True,True,True,True,False,False,False,True,East,
9,7,668,Stop,Stop,Stop,North,-1,-1,-1,8,1,1,3,1,5,1,15,5,True,True,True,True,True,False,False,False,True,South,
9,6,667,Stop,Stop,Stop,West,-1,-1,-1,6,1,1,3,1,5,1,15,5,True,True,True,True,True,False,False,False,True,South,
9,7,666,Stop,Stop,Stop,West,-1,-1,-1,6,1,1,3,1,5,1,14,5,True,True,True,True,True,False,False,False,True,North,
9,8,665,Stop,Stop,Stop,West,-1,-1,-1,7,1,1,3,1,5,1,13,5,True,True,True,True,True,False,False,False,True,North,
9,9,664,Stop,Stop,Stop,West,-1,-1,-1,8,1,1,3,1,5,1,13,5,False,True,True,True,True,False,False,False,True,North,
10,9,663,Stop,Stop,Stop,West,-1,-1,-1,7,1,1,3,1,5,1,13,5,True,True,True,True,True,False,False,False,True,East,
11,9,662,Stop,Stop,Stop,West,-1,-1,-1,6,1,1,3,1,5,1,13,5,True,False,True,True,True,False,False,False,True,East,
12,9,661,Stop,Stop,Stop,West,-1,-1,-1,4,1,1,3,1,5,1,13,5,False,True,True,True,True,False,False,False,True,East,
