@relation 'pacmandirection-weka.filters.unsupervised.attribute.Remove-R3-7,12-19,25-29'

@attribute posPacmanX numeric
@attribute posPacmanY numeric
@attribute distanceGhosts1 numeric
@attribute distanceGhosts2 numeric
@attribute distanceGhosts3 numeric
@attribute distanceGhosts4 numeric
@attribute legalNorth {True,False}
@attribute legalSouth {True,False}
@attribute legalEast {True,False}
@attribute legalWest {True,False}
@attribute legalStop {True,False}
@attribute directionPacman {North,South,West,East,Stop,None}

@data
13,9,-1,7,-1,1,False,True,True,True,True,East
13,8,-1,9,-1,-1,True,True,True,True,True,South
12,8,-1,9,-1,-1,True,True,True,False,True,West
12,9,-1,9,-1,-1,False,True,True,True,True,North
11,9,-1,8,-1,-1,True,False,True,True,True,West
10,9,-1,8,-1,-1,True,True,True,True,True,West
9,9,-1,7,-1,-1,False,True,True,True,True,West
8,9,-1,5,-1,-1,False,True,True,True,True,West
7,9,-1,4,-1,-1,False,True,True,True,True,West
6,9,-1,4,-1,-1,True,True,True,True,True,West
5,9,-1,4,-1,-1,True,True,True,True,True,West
5,10,-1,2,-1,-1,True,True,True,False,True,North
5,11,-1,2,-1,-1,False,True,True,True,True,North
1,11,11,7,7,18,False,True,True,False,True,Stop
1,10,11,7,8,17,True,True,False,False,True,South
1,9,11,7,9,15,True,True,True,False,True,South
2,9,9,6,7,15,False,True,True,True,True,East
3,9,9,6,6,14,False,True,True,True,True,East
4,9,8,4,6,12,False,True,True,True,True,East
5,9,8,3,4,12,True,True,True,True,True,East
6,9,6,3,2,10,True,True,True,True,True,East
7,9,4,3,2,8,False,True,True,True,True,East
8,9,3,5,4,7,False,True,True,True,True,East
8,8,1,4,4,6,True,True,True,True,True,South
8,7,-1,3,4,8,True,True,True,True,True,South
7,7,-1,3,3,8,True,False,True,True,True,West
6,7,-1,1,3,8,True,False,True,True,True,West
6,8,-1,1,2,8,True,True,True,True,True,North
6,9,-1,2,-1,8,True,True,True,True,True,North
7,9,-1,3,-1,8,False,True,True,True,True,East
8,9,-1,3,-1,7,False,True,True,True,True,East
9,9,-1,3,-1,7,False,True,True,True,True,East
10,9,-1,5,-1,5,True,True,True,True,True,East
11,9,-1,5,-1,3,True,False,True,True,True,East
12,9,-1,5,-1,3,False,True,True,True,True,East
12,8,-1,4,-1,3,True,True,True,False,True,South
13,8,-1,6,-1,1,True,True,True,True,True,East
14,8,-1,8,-1,1,True,True,True,True,True,East
13,8,-1,6,-1,1,True,True,True,True,True,West
14,8,-1,7,-1,1,True,True,True,True,True,East
13,8,-1,7,-1,-1,True,True,True,True,True,West
12,8,-1,6,-1,-1,True,True,True,False,True,West
12,9,-1,6,-1,-1,False,True,True,True,True,North
11,9,-1,4,-1,-1,True,False,True,True,True,West
10,9,-1,4,-1,-1,True,True,True,True,True,West
9,9,-1,4,-1,-1,False,True,True,True,True,West
8,9,-1,2,-1,-1,False,True,True,True,True,West
8,8,-1,2,-1,-1,True,True,True,True,True,South
1,11,11,7,7,18,False,True,True,False,True,Stop
1,10,11,5,8,17,True,True,False,False,True,South
1,9,11,6,10,15,True,True,True,False,True,South
1,8,11,8,10,15,True,True,True,False,True,South
2,8,9,7,8,13,True,True,True,True,True,East
1,8,11,8,10,14,True,True,True,False,True,West
1,7,9,9,10,14,True,True,True,False,True,South
1,6,7,11,11,16,True,True,False,False,True,South
1,5,7,12,12,17,True,True,True,False,True,South
2,5,6,11,12,15,False,True,True,True,True,East
3,5,5,11,11,15,False,True,True,True,True,East
4,5,4,11,11,15,False,True,True,True,True,East
5,5,4,11,10,15,False,True,True,True,True,East
6,5,2,11,8,13,False,True,True,True,True,East
7,5,1,10,7,13,False,True,True,True,True,East
7,4,-1,11,7,13,True,True,True,True,True,South
8,4,-1,10,9,13,True,True,True,True,True,East
8,5,-1,8,7,11,True,True,True,True,True,North
8,6,-1,6,5,11,True,True,True,False,True,North
8,7,-1,6,3,13,True,True,True,True,True,North
7,7,-1,7,3,14,True,False,True,True,True,West
8,7,-1,6,1,13,True,True,True,True,True,East
8,8,-1,5,-1,15,True,True,True,True,True,North
9,8,-1,4,-1,14,True,True,True,True,True,East
10,8,-1,2,-1,13,True,True,False,True,True,East
10,7,-1,2,-1,12,True,True,False,True,True,South
10,6,-1,4,-1,10,True,True,False,True,True,South
10,5,-1,5,-1,8,True,True,True,True,True,South
11,5,-1,5,-1,6,False,True,True,True,True,East
12,5,-1,5,-1,4,False,False,True,True,True,East
13,5,-1,7,-1,2,False,True,True,True,True,East
14,5,-1,7,-1,1,True,True,True,True,True,East
15,5,-1,9,-1,-1,False,True,True,True,True,East
14,5,-1,7,-1,-1,True,True,True,True,True,West
13,5,-1,5,-1,-1,False,True,True,True,True,West
12,5,-1,3,-1,-1,False,False,True,True,True,West
