@relation 'pacmandirection-weka.filters.unsupervised.attribute.Remove-R4-7,29'

@attribute posPacmanX numeric
@attribute posPacmanY numeric
@attribute score numeric
@attribute distanceGhosts1 numeric
@attribute distanceGhosts2 numeric
@attribute distanceGhosts3 numeric
@attribute distanceGhosts4 numeric
@attribute posGhost1X numeric
@attribute posGhost1Y numeric
@attribute posGhost2X numeric
@attribute posGhost2Y numeric
@attribute posGhost3X numeric
@attribute posGhost3Y numeric
@attribute posGhost4X numeric
@attribute posGhost4Y numeric
@attribute legalNorth {True,False}
@attribute legalSouth {True,False}
@attribute legalEast {True,False}
@attribute legalWest {True,False}
@attribute legalStop {True,False}
@attribute livingGhost1 {True,False}
@attribute livingGhost2 {True,False}
@attribute livingGhost3 {True,False}
@attribute livingGhost4 {True,False}
@attribute directionPacman {North,South,West,East,Stop,None}

@data
14,18,-15,24,17,18,11,3,5,10,5,19,5,23,15,False,True,True,True,True,True,True,True,True,East
14,17,-16,24,17,18,9,2,5,10,4,19,4,22,15,True,True,True,False,True,True,True,True,True,South
14,16,-17,24,17,18,9,1,5,10,3,20,4,21,15,True,True,True,True,True,True,True,True,True,South
14,15,-18,22,15,18,9,1,6,11,3,21,4,22,15,True,True,True,True,True,True,True,True,True,South
14,14,-19,20,13,17,11,1,7,11,4,21,4,22,16,True,True,True,True,True,True,True,True,True,South
14,13,-20,18,12,17,13,1,8,11,4,22,4,23,16,True,True,False,False,True,True,True,True,True,South
14,12,-21,18,10,16,14,1,7,11,5,22,4,24,16,True,True,True,True,True,True,True,True,True,South
14,11,-22,17,8,16,16,1,7,11,6,22,3,24,16,True,True,True,True,True,True,True,True,True,South
13,11,-23,17,8,16,16,1,6,10,6,22,4,25,16,True,True,True,False,True,True,True,True,True,West
13,11,-24,16,9,17,15,1,7,9,6,23,4,25,15,True,True,True,False,True,True,True,True,True,West
13,12,-25,17,10,18,14,1,7,9,6,23,4,24,15,False,True,True,True,True,True,True,True,True,North
12,12,-26,16,10,20,16,1,7,9,5,24,4,24,15,False,False,True,True,True,True,True,True,True,West
11,12,-27,16,8,20,18,1,6,9,6,23,4,25,15,False,True,True,True,True,True,True,True,True,West
10,12,-28,14,8,22,18,1,7,9,5,23,3,25,16,True,True,True,True,True,True,True,True,True,West
10,11,-29,13,8,21,20,1,7,8,5,23,3,25,15,True,True,True,True,True,True,True,True,True,South
10,10,-30,12,6,20,20,1,7,8,6,23,3,25,16,True,True,True,True,True,True,True,True,True,South
10,9,-31,12,4,20,22,1,6,8,7,24,3,25,15,True,True,True,True,True,True,True,True,True,South
10,8,-32,12,2,18,24,1,5,9,7,24,4,25,16,True,True,True,True,True,True,True,True,True,South
10,7,-33,10,1,16,25,2,5,9,7,23,4,25,17,True,True,True,True,True,True,True,True,True,South
9,7,166,10,-1,18,26,2,4,3,1,23,3,25,17,True,True,True,True,True,True,False,True,True,West
8,7,165,8,-1,20,27,2,5,3,1,24,3,25,17,True,True,True,False,True,True,False,True,True,West
8,6,164,8,-1,20,28,2,4,3,1,25,3,25,17,True,True,True,True,True,True,False,True,True,South
8,5,163,6,-1,18,28,3,4,3,1,24,3,25,17,True,True,True,False,True,True,False,True,True,South
8,4,162,4,-1,16,30,4,4,3,1,23,3,25,16,True,True,True,False,True,True,False,True,True,South
8,3,161,5,-1,14,32,4,4,3,1,22,3,25,17,True,False,True,True,True,True,False,True,True,South
7,3,160,5,-1,16,33,4,5,3,1,22,4,25,18,False,False,True,True,True,True,False,True,True,West
6,3,159,3,-1,16,33,5,5,3,1,21,4,25,18,False,False,True,True,True,True,False,True,True,West
5,3,158,1,-1,17,34,5,4,3,1,21,4,25,17,True,False,True,True,True,True,False,True,True,West
4,3,157,2,-1,18,35,5,4,3,1,21,4,25,17,True,False,True,True,True,True,False,True,True,West
4,4,356,-1,-1,17,35,1,1,3,1,21,4,25,17,True,True,True,True,True,False,False,True,True,North
4,5,355,-1,-1,19,34,1,1,3,1,22,4,25,18,True,True,True,True,True,False,False,True,True,North
5,5,354,-1,-1,19,32,1,1,3,1,22,3,25,18,True,True,False,True,True,False,False,True,True,East
5,5,353,-1,-1,19,32,1,1,3,1,22,3,25,17,True,True,False,True,True,False,False,True,True,East
5,6,352,-1,-1,20,30,1,1,3,1,22,3,25,17,True,True,True,True,True,False,False,True,True,North
6,6,351,-1,-1,20,28,1,1,3,1,23,3,25,16,True,False,True,True,True,False,False,True,True,East
7,6,350,-1,-1,19,28,1,1,3,1,23,3,25,15,False,False,True,True,True,False,False,True,True,East
8,6,349,-1,-1,17,26,1,1,3,1,23,4,25,16,True,True,True,True,True,False,False,True,True,East
9,6,348,-1,-1,17,24,1,1,3,1,23,3,24,16,True,True,True,True,True,False,False,True,True,East
10,6,347,-1,-1,15,22,1,1,3,1,23,4,24,15,True,True,True,True,True,False,False,True,True,East
11,6,346,-1,-1,13,22,1,1,3,1,22,4,23,15,True,True,False,True,True,False,False,True,True,East
11,7,345,-1,-1,15,22,1,1,3,1,23,4,24,15,True,True,False,True,True,False,False,True,True,North
11,8,344,-1,-1,16,20,1,1,3,1,23,4,25,15,True,True,False,True,True,False,False,True,True,North
11,9,343,-1,-1,18,20,1,1,3,1,24,4,24,15,True,True,False,True,True,False,False,True,True,North
11,10,342,-1,-1,18,20,1,1,3,1,23,4,24,16,True,True,False,True,True,False,False,True,True,North
11,11,341,-1,-1,18,18,1,1,3,1,22,4,25,16,True,True,False,True,True,False,False,True,True,North
11,12,340,-1,-1,20,16,1,1,3,1,22,3,24,16,False,True,True,True,True,False,False,True,True,North
12,12,339,-1,-1,19,14,1,1,3,1,22,3,23,16,False,False,True,True,True,False,False,True,True,East
13,12,338,-1,-1,19,14,1,1,3,1,23,3,23,15,False,True,True,True,True,False,False,True,True,East
14,12,337,-1,-1,19,14,1,1,3,1,24,3,24,15,True,True,True,True,True,False,False,True,True,East
15,12,336,-1,-1,19,14,1,1,3,1,25,3,25,15,False,True,True,True,True,False,False,True,True,East
16,12,335,-1,-1,17,12,1,1,3,1,24,3,25,16,False,True,True,True,True,False,False,True,True,East
17,12,334,-1,-1,17,10,1,1,3,1,25,3,25,15,True,True,True,True,True,False,False,True,True,East
18,12,333,-1,-1,15,8,1,1,3,1,24,3,25,14,True,True,True,True,True,False,False,True,True,East
19,12,332,-1,-1,14,8,1,1,3,1,24,3,24,14,True,True,True,True,True,False,False,True,True,East
20,12,331,-1,-1,12,8,1,1,3,1,24,4,24,15,True,True,False,True,True,False,False,True,True,East
20,13,330,-1,-1,12,7,1,1,3,1,24,5,25,15,True,True,False,True,True,False,False,True,True,North
20,14,329,-1,-1,14,5,1,1,3,1,25,5,25,15,True,True,False,True,True,False,False,True,True,North
20,15,328,-1,-1,14,5,1,1,3,1,24,5,25,14,True,True,True,False,True,False,False,True,True,North
21,15,327,-1,-1,12,5,1,1,3,1,24,6,24,14,True,False,True,True,True,False,False,True,True,East
22,15,326,-1,-1,11,3,1,1,3,1,24,6,25,14,True,True,True,True,True,False,False,True,True,East
23,15,325,-1,-1,9,1,1,1,3,1,24,7,25,15,True,True,True,True,True,False,False,True,True,East
24,15,524,-1,-1,9,-1,1,1,3,1,24,6,7,1,True,True,True,True,True,False,False,True,False,East
25,15,523,-1,-1,9,-1,1,1,3,1,25,6,7,1,True,True,False,True,True,False,False,True,False,East
24,15,522,-1,-1,9,-1,1,1,3,1,25,7,7,1,True,True,True,True,True,False,False,True,False,West
23,15,521,-1,-1,9,-1,1,1,3,1,25,8,7,1,True,True,True,True,True,False,False,True,False,West
22,15,520,-1,-1,10,-1,1,1,3,1,25,8,7,1,True,True,True,True,True,False,False,True,False,West
21,15,519,-1,-1,10,-1,1,1,3,1,24,8,7,1,True,False,True,True,True,False,False,True,False,West
20,15,518,-1,-1,12,-1,1,1,3,1,25,8,7,1,True,True,True,False,True,False,False,True,False,West
20,14,517,-1,-1,11,-1,1,1,3,1,25,8,7,1,True,True,False,True,True,False,False,True,False,South
20,13,516,-1,-1,10,-1,1,1,3,1,25,8,7,1,True,True,False,True,True,False,False,True,False,South
20,12,515,-1,-1,10,-1,1,1,3,1,25,7,7,1,True,True,False,True,True,False,False,True,False,South
20,11,514,-1,-1,10,-1,1,1,3,1,25,6,7,1,True,True,False,True,True,False,False,True,False,South
20,10,513,-1,-1,10,-1,1,1,3,1,25,5,7,1,True,False,True,True,True,False,False,True,False,South
21,10,512,-1,-1,8,-1,1,1,3,1,24,5,7,1,False,False,True,True,True,False,False,True,False,East
22,10,511,-1,-1,6,-1,1,1,3,1,24,6,7,1,True,False,True,True,True,False,False,True,False,East
23,10,510,-1,-1,5,-1,1,1,3,1,24,6,7,1,True,True,True,True,True,False,False,True,False,East
24,10,509,-1,-1,5,-1,1,1,3,1,23,6,7,1,True,True,True,True,True,False,False,True,False,East
24,9,508,-1,-1,5,-1,1,1,3,1,23,5,7,1,True,True,True,True,True,False,False,True,False,South
24,8,507,-1,-1,3,-1,1,1,3,1,24,5,7,1,True,True,True,True,True,False,False,True,False,South
9,1,0,12,5,6,13,1,5,8,5,11,5,18,5,False,False,True,True,True,True,True,True,True,Stop
9,1,-1,12,4,6,12,1,5,9,5,11,5,18,5,False,False,True,True,True,True,True,True,True,Stop
9,1,-2,11,5,6,11,1,4,8,5,11,5,17,5,False,False,True,True,True,True,True,True,True,Stop
9,1,-3,10,4,5,12,1,3,9,5,10,5,16,5,False,False,True,True,True,True,True,True,True,Stop
10,1,96,10,4,4,11,1,2,10,5,10,5,17,5,False,False,True,True,True,True,True,True,True,East
11,1,195,11,4,4,9,1,2,11,5,11,5,17,5,False,False,True,True,True,True,True,True,True,East
12,1,294,-1,6,6,9,1,1,10,5,10,5,16,5,False,False,True,True,True,True,True,True,True,East
13,1,393,13,6,6,9,1,2,10,4,11,5,17,5,True,False,True,True,True,True,True,True,True,East
14,1,492,15,6,8,8,1,3,10,3,10,5,18,5,False,False,True,True,True,True,True,True,True,East
15,1,591,15,7,9,6,1,2,10,3,10,5,18,5,True,False,True,True,True,True,True,True,True,East
15,2,690,14,7,8,6,1,2,10,4,10,5,17,5,True,True,False,False,True,True,True,True,True,North
15,3,789,15,5,6,5,1,2,10,3,11,5,18,5,True,True,True,False,True,True,True,True,True,North
15,4,888,-1,7,5,4,1,1,9,3,11,5,18,5,True,True,False,True,True,True,True,True,True,North
15,5,987,-1,8,5,3,1,1,9,3,10,5,18,5,False,True,True,True,True,True,True,True,True,North
16,5,1086,-1,8,7,3,1,1,9,4,10,4,18,5,False,False,True,True,True,True,True,True,True,East
17,5,1185,19,9,8,3,1,2,9,4,10,4,18,4,False,False,True,True,True,True,True,True,True,East
18,5,1184,20,11,10,2,1,2,9,3,10,3,18,3,False,True,False,True,True,True,True,True,True,East
18,4,1283,-1,9,8,1,1,1,10,3,10,4,18,3,True,True,False,False,True,True,True,True,True,South
18,3,1582,-1,8,10,-1,1,1,10,3,10,5,7,1,True,True,False,False,True,True,True,True,False,South
18,2,1681,17,10,11,12,1,2,10,4,10,5,6,1,True,True,False,False,True,True,True,True,False,South
18,1,1780,-1,12,12,13,1,1,9,4,10,5,6,2,True,False,False,True,True,True,True,True,False,South
17,1,1879,-1,10,10,13,1,1,9,3,11,5,6,2,False,False,True,True,True,True,True,True,False,West
16,1,1978,16,8,10,11,1,2,10,3,10,5,6,3,False,False,True,True,True,True,True,True,False,West
15,1,1977,15,8,10,11,1,2,10,4,9,5,6,2,True,False,True,True,True,True,True,True,False,West
14,1,1976,15,7,10,9,1,3,10,4,8,5,6,3,False,False,True,True,True,True,True,True,False,West
13,1,1975,13,7,9,9,1,2,9,4,8,5,6,2,True,False,True,True,True,True,True,True,False,West
13,2,2074,-1,5,8,7,1,1,9,3,8,5,6,3,True,True,False,False,True,True,True,True,False,North
13,3,2173,-1,5,7,8,2,1,8,3,8,5,6,2,True,True,False,True,True,True,True,True,False,North
12,3,2272,-1,5,5,6,1,1,7,3,9,5,6,2,False,False,True,True,True,True,True,True,False,West
11,3,2371,11,3,3,4,1,2,8,3,10,5,6,3,False,False,True,True,True,True,True,True,False,West
10,3,2470,9,3,3,4,1,3,7,3,11,5,7,3,True,False,True,True,True,True,True,True,False,West
10,4,2469,10,4,2,4,1,3,7,3,11,5,6,3,True,True,False,True,True,True,True,True,False,North
10,5,2468,10,5,1,4,1,4,7,3,11,5,6,4,False,True,True,True,True,True,True,True,False,North
11,5,2667,12,5,-1,5,1,3,8,3,4,1,6,5,False,False,False,True,True,True,True,False,False,East
11,5,2666,11,6,-1,6,1,4,7,3,4,1,6,5,False,False,False,True,True,True,True,False,False,East
10,5,2665,9,4,-1,6,1,5,8,3,4,1,6,4,False,True,True,True,True,True,True,False,False,West
10,4,2664,9,2,-1,4,2,5,9,3,5,1,6,3,True,True,False,True,True,True,True,False,False,South
10,3,2663,9,2,-1,2,3,5,9,4,4,1,7,3,True,False,True,True,True,True,True,False,False,South
9,3,2962,9,-1,-1,1,2,5,3,1,5,1,8,3,True,False,True,True,True,True,False,False,False,West
8,3,3261,7,-1,-1,-1,3,5,4,1,6,1,7,1,False,False,True,True,True,True,False,False,False,West
7,3,3360,5,4,-1,-1,4,5,4,2,7,1,7,1,False,False,True,True,True,True,False,False,False,West
6,3,3459,3,2,-1,-1,4,4,4,3,7,1,8,1,True,True,True,False,True,True,False,False,False,West
6,2,3558,4,4,-1,-1,4,4,3,3,8,1,7,1,True,True,False,False,True,True,False,False,False,South
6,1,3857,4,5,-1,-1,4,3,3,3,9,1,7,1,True,False,True,True,True,True,False,False,False,South
6,1,3856,4,4,-1,-1,4,3,4,3,8,1,8,1,True,False,True,True,True,True,False,False,False,South
5,1,3955,4,2,-1,-1,4,4,4,2,9,1,9,1,False,False,True,True,True,True,False,False,False,West
4,1,4254,4,-1,-1,-1,4,5,3,1,10,1,9,1,True,False,True,True,True,True,False,False,False,West
4,2,4353,4,-1,-1,-1,3,5,2,1,11,1,8,1,True,True,False,False,True,True,False,False,False,North
4,3,4452,4,-1,-1,-1,2,5,2,1,12,1,9,1,True,True,False,True,True,True,False,False,False,North
4,4,4551,3,-1,-1,-1,2,5,3,1,13,1,9,1,True,True,True,False,True,True,False,False,False,North
1,11,0,11,7,7,18,6,5,6,9,8,11,14,6,False,True,True,False,True,True,True,True,True,Stop
1,11,-1,11,6,8,18,6,5,5,9,9,11,14,6,False,True,True,False,True,True,True,True,True,Stop
1,11,-2,11,5,9,19,6,5,5,10,10,11,14,6,False,True,True,False,True,True,True,True,True,Stop
1,11,-3,11,5,8,19,6,5,5,10,9,11,14,5,False,True,True,False,True,True,True,True,True,Stop
2,11,-4,9,5,7,18,5,5,6,10,9,11,14,5,False,False,True,True,True,True,True,True,True,East
3,11,-5,7,4,6,17,4,5,6,10,9,11,14,5,False,False,True,True,True,True,True,True,True,East
4,11,-6,7,2,4,16,5,5,6,11,8,11,14,5,False,False,True,True,True,True,True,True,True,East
5,11,-7,7,2,4,14,4,5,7,11,9,11,14,5,False,True,True,True,True,True,True,True,True,East
6,11,192,8,-1,3,14,4,5,3,1,9,11,14,6,False,True,True,True,True,True,False,True,True,East
7,11,191,10,-1,3,13,4,4,3,1,10,11,14,5,False,False,True,True,True,True,False,True,True,East
8,11,190,11,-1,3,12,4,4,3,1,10,10,14,5,False,False,True,True,True,True,False,True,True,East
9,11,189,11,-1,3,11,5,4,3,1,11,10,14,5,False,False,True,True,True,True,False,True,True,East
10,11,188,13,-1,2,11,5,3,3,1,11,10,14,5,False,True,True,True,True,True,False,True,True,East
11,11,187,14,-1,2,11,5,3,3,1,10,10,14,4,False,True,True,True,True,True,False,True,True,East
11,10,186,12,-1,1,11,5,4,3,1,10,10,14,3,True,True,False,True,True,True,False,True,True,South
11,9,185,12,-1,1,9,4,4,3,1,10,9,15,3,True,False,True,True,True,True,False,True,True,South
10,9,384,10,-1,-1,11,5,4,3,1,5,1,15,4,True,True,True,True,True,True,False,False,True,West
9,9,383,10,-1,-1,11,5,3,3,1,5,1,15,3,False,True,True,True,True,True,False,False,True,West
8,9,382,8,-1,-1,11,6,3,3,1,5,1,15,4,False,True,True,True,True,True,False,False,True,West
8,8,381,8,-1,-1,11,5,3,3,1,5,1,14,4,True,True,True,True,True,True,False,False,True,South
8,7,380,6,-1,-1,9,5,4,3,1,5,1,14,3,True,True,True,True,True,True,False,False,True,South
8,6,379,6,-1,-1,9,4,4,3,1,5,1,13,3,True,True,True,False,True,True,False,False,True,South
9,6,378,7,-1,-1,9,4,4,3,1,5,1,14,3,True,True,True,True,True,True,False,False,True,East
10,6,477,7,-1,-1,8,4,5,3,1,5,1,15,3,True,True,False,True,True,True,False,False,True,East
10,5,476,7,-1,-1,8,3,5,3,1,5,1,15,3,True,True,True,True,True,True,False,False,True,South
10,4,475,9,-1,-1,6,2,5,3,1,5,1,16,3,True,True,True,True,True,True,False,False,True,South
10,3,474,10,-1,-1,6,2,5,3,1,5,1,16,4,True,False,True,True,True,True,False,False,True,South
9,3,473,8,-1,-1,8,2,4,3,1,5,1,15,4,True,False,True,True,True,True,False,False,True,West
8,3,472,8,-1,-1,9,1,4,3,1,5,1,15,5,True,False,True,True,True,True,False,False,True,West
7,3,471,8,-1,-1,9,1,5,3,1,5,1,15,5,True,False,True,True,True,True,False,False,True,West
6,3,470,7,-1,-1,9,1,5,3,1,5,1,15,4,True,False,True,True,True,True,False,False,True,West
5,3,469,7,-1,-1,9,1,6,3,1,5,1,14,4,True,False,True,True,True,True,False,False,True,West
4,3,468,6,-1,-1,11,1,6,3,1,5,1,13,4,True,False,True,True,True,True,False,False,True,West
3,3,467,5,-1,-1,11,1,6,3,1,5,1,14,4,True,False,True,True,True,True,False,False,True,West
2,3,466,5,-1,-1,13,1,7,3,1,5,1,14,3,True,False,True,True,True,True,False,False,True,West
2,4,465,3,-1,-1,13,1,6,3,1,5,1,15,3,True,True,True,True,True,True,False,False,True,North
2,5,464,1,-1,-1,13,1,5,3,1,5,1,14,3,False,True,True,True,True,True,False,False,True,North
2,5,663,-1,-1,-1,12,1,1,3,1,5,1,13,3,False,True,True,True,True,False,False,False,True,North
1,5,662,-1,-1,-1,12,1,1,3,1,5,1,13,4,True,True,True,False,True,False,False,False,True,West
1,5,661,-1,-1,-1,13,1,1,3,1,5,1,13,5,True,True,True,False,True,False,False,False,True,West
2,5,660,-1,-1,-1,11,1,1,3,1,5,1,13,4,False,True,True,True,True,False,False,False,True,East
3,5,659,-1,-1,-1,11,1,1,3,1,5,1,13,5,False,True,True,True,True,False,False,False,True,East
4,5,658,-1,-1,-1,9,1,1,3,1,5,1,13,4,False,True,True,True,True,False,False,False,True,East
5,5,657,-1,-1,-1,9,1,1,3,1,5,1,13,5,False,True,True,True,True,False,False,False,True,East
6,5,656,-1,-1,-1,9,1,1,3,1,5,1,13,4,False,True,True,True,True,False,False,False,True,East
7,5,655,-1,-1,-1,8,1,1,3,1,5,1,13,3,False,True,True,True,True,False,False,False,True,East
8,5,654,-1,-1,-1,7,1,1,3,1,5,1,13,3,True,True,True,True,True,False,False,False,True,East
9,5,653,-1,-1,-1,5,1,1,3,1,5,1,13,3,True,True,True,True,True,False,False,False,True,East
10,5,652,-1,-1,-1,3,1,1,3,1,5,1,13,4,True,True,True,True,True,False,False,False,True,East
11,5,651,-1,-1,-1,3,1,1,3,1,5,1,13,5,False,True,True,True,True,False,False,False,True,East
12,5,650,-1,-1,-1,2,1,1,3,1,5,1,13,4,False,False,True,True,True,False,False,False,True,East
13,5,649,-1,-1,-1,1,1,1,3,1,5,1,13,4,False,True,True,True,True,False,False,False,True,East
12,10,0,11,9,5,3,5,6,5,12,13,6,13,12,False,False,True,True,True,True,True,True,True,Stop
12,10,-1,11,9,5,3,5,6,5,12,13,6,13,12,False,False,True,True,True,True,True,True,True,Stop
12,10,-2,11,9,5,3,5,6,5,12,13,6,13,12,False,False,True,True,True,True,True,True,True,Stop
13,10,-3,12,10,4,2,5,6,5,12,13,6,13,12,False,True,True,True,True,True,True,True,True,East
14,10,-4,13,11,5,3,5,6,5,12,13,6,13,12,False,True,True,True,True,True,True,True,True,East
15,10,-5,14,12,6,4,5,6,5,12,13,6,13,12,True,True,True,True,True,True,True,True,True,East
16,10,-6,15,13,7,5,5,6,5,12,13,6,13,12,True,True,True,True,True,True,True,True,True,East
17,10,-7,16,14,8,6,5,6,5,12,13,6,13,12,True,True,True,True,True,True,True,True,True,East
18,10,-8,17,15,9,7,5,6,5,12,13,6,13,12,True,True,False,True,True,True,True,True,True,East
18,10,-9,17,15,9,7,5,6,5,12,13,6,13,12,True,True,False,True,True,True,True,True,True,East
18,9,-10,16,16,8,8,5,6,5,12,13,6,13,12,True,True,False,True,True,True,True,True,True,South
18,8,-11,15,17,7,9,5,6,5,12,13,6,13,12,True,True,False,True,True,True,True,True,True,South
18,7,-12,14,18,6,10,5,6,5,12,13,6,13,12,True,True,False,True,True,True,True,True,True,South
18,6,-13,13,19,5,11,5,6,5,12,13,6,13,12,True,True,False,True,True,True,True,True,True,South
18,5,-14,14,20,6,12,5,6,5,12,13,6,13,12,True,True,False,True,True,True,True,True,True,South
17,5,-15,13,19,5,11,5,6,5,12,13,6,13,12,True,True,True,True,True,True,True,True,True,West
16,5,-16,12,18,4,10,5,6,5,12,13,6,13,12,True,True,True,True,True,True,True,True,True,West
15,5,-17,11,17,3,9,5,6,5,12,13,6,13,12,True,True,True,True,True,True,True,True,True,West
14,5,-18,10,16,2,8,5,6,5,12,13,6,13,12,True,True,True,True,True,True,True,True,True,West
13,5,-19,9,15,1,7,5,6,5,12,13,6,13,12,True,True,True,True,True,True,True,True,True,West
13,6,180,8,14,-1,6,5,6,5,12,5,1,13,12,False,True,True,True,True,True,True,False,True,North
14,6,179,9,15,-1,7,5,6,5,12,5,1,13,12,True,True,True,True,True,True,True,False,True,East
15,6,178,10,16,-1,8,5,6,5,12,5,1,13,12,True,True,True,True,True,True,True,False,True,East
15,7,177,11,15,-1,7,5,6,5,12,5,1,13,12,True,True,True,True,True,True,True,False,True,North
15,8,176,12,14,-1,6,5,6,5,12,5,1,13,12,True,True,True,True,True,True,True,False,True,North
16,8,175,13,15,-1,7,5,6,5,12,5,1,13,12,True,True,True,True,True,True,True,False,True,East
17,8,174,14,16,-1,8,5,6,5,12,5,1,13,12,True,True,True,True,True,True,True,False,True,East
17,9,173,15,15,-1,7,5,6,5,12,5,1,13,12,True,True,True,True,True,True,True,False,True,North
17,10,172,16,14,-1,6,5,6,5,12,5,1,13,12,True,True,True,True,True,True,True,False,True,North
17,11,171,17,13,-1,5,5,6,5,12,5,1,13,12,True,True,True,True,True,True,True,False,True,North
17,12,170,18,12,-1,4,5,6,5,12,5,1,13,12,True,True,True,True,True,True,True,False,True,North
17,13,169,19,13,-1,5,5,6,5,12,5,1,13,12,True,True,True,True,True,True,True,False,True,North
16,13,168,18,12,-1,4,5,6,5,12,5,1,13,12,True,True,True,True,True,True,True,False,True,West
15,13,167,17,11,-1,3,5,6,5,12,5,1,13,12,True,True,True,False,True,True,True,False,True,West
15,14,166,18,12,-1,4,5,6,5,12,5,1,13,12,False,True,True,True,True,True,True,False,True,North
14,14,165,17,11,-1,3,5,6,5,12,5,1,13,12,False,False,True,True,True,True,True,False,True,West
13,14,164,16,10,-1,2,5,6,5,12,5,1,13,12,False,False,True,True,True,True,True,False,True,West
12,14,163,15,9,-1,3,5,6,5,12,5,1,13,12,False,False,True,True,True,True,True,False,True,West
11,14,162,14,8,-1,4,5,6,5,12,5,1,13,12,False,False,True,True,True,True,True,False,True,West
10,14,161,13,7,-1,5,5,6,5,12,5,1,13,12,False,True,True,True,True,True,True,False,True,West
10,13,160,12,6,-1,4,5,6,5,12,5,1,13,12,True,True,False,True,True,True,True,False,True,South
10,12,159,11,5,-1,3,5,6,5,12,5,1,13,12,True,False,True,True,True,True,True,False,True,South
11,12,158,12,6,-1,2,5,6,5,12,5,1,13,12,False,False,True,True,True,True,True,False,True,East
12,12,157,13,7,-1,1,5,6,5,12,5,1,13,12,False,False,True,True,True,True,True,False,True,East
13,12,356,14,8,-1,-1,5,6,5,12,5,1,7,1,False,False,False,True,True,True,True,False,False,East
12,12,355,13,7,-1,-1,5,6,5,12,5,1,7,1,False,False,True,True,True,True,True,False,False,West
11,12,354,12,6,-1,-1,5,6,5,12,5,1,7,1,False,False,True,True,True,True,True,False,False,West
10,12,353,11,5,-1,-1,5,6,5,12,5,1,7,1,True,False,True,True,True,True,True,False,False,West
9,12,352,10,4,-1,-1,5,6,5,12,5,1,7,1,True,False,True,True,True,True,True,False,False,West
8,12,351,9,3,-1,-1,5,6,5,12,5,1,7,1,True,False,True,True,True,True,True,False,False,West
7,12,350,8,2,-1,-1,5,6,5,12,5,1,7,1,False,False,True,True,True,True,True,False,False,West
6,12,349,7,1,-1,-1,5,6,5,12,5,1,7,1,False,False,True,True,True,True,True,False,False,West
5,12,548,6,-1,-1,-1,5,6,3,1,5,1,7,1,False,False,True,False,True,True,False,False,False,West
6,12,547,7,-1,-1,-1,5,6,3,1,5,1,7,1,False,False,True,True,True,True,False,False,False,East
7,12,546,8,-1,-1,-1,5,6,3,1,5,1,7,1,False,False,True,True,True,True,False,False,False,East
8,12,545,9,-1,-1,-1,5,6,3,1,5,1,7,1,True,False,True,True,True,True,False,False,False,East
8,13,544,10,-1,-1,-1,5,6,3,1,5,1,7,1,True,True,True,False,True,True,False,False,False,North
8,14,543,11,-1,-1,-1,5,6,3,1,5,1,7,1,False,True,True,True,True,True,False,False,False,North
7,14,542,10,-1,-1,-1,5,6,3,1,5,1,7,1,False,False,True,True,True,True,False,False,False,West
6,14,541,9,-1,-1,-1,5,6,3,1,5,1,7,1,False,False,True,True,True,True,False,False,False,West
5,14,540,8,-1,-1,-1,5,6,3,1,5,1,7,1,False,False,True,True,True,True,False,False,False,West
4,14,539,9,-1,-1,-1,5,6,3,1,5,1,7,1,False,False,True,True,True,True,False,False,False,West
3,14,538,10,-1,-1,-1,5,6,3,1,5,1,7,1,False,True,True,True,True,True,False,False,False,West
3,13,537,9,-1,-1,-1,5,6,3,1,5,1,7,1,True,True,False,True,True,True,False,False,False,South
3,12,536,8,-1,-1,-1,5,6,3,1,5,1,7,1,True,True,False,True,True,True,False,False,False,South
3,11,535,7,-1,-1,-1,5,6,3,1,5,1,7,1,True,True,False,True,True,True,False,False,False,South
3,10,534,6,-1,-1,-1,5,6,3,1,5,1,7,1,True,True,True,True,True,True,False,False,False,South
3,9,533,5,-1,-1,-1,5,6,3,1,5,1,7,1,True,True,True,True,True,True,False,False,False,South
3,8,532,4,-1,-1,-1,5,6,3,1,5,1,7,1,True,True,True,True,True,True,False,False,False,South
3,7,531,3,-1,-1,-1,5,6,3,1,5,1,7,1,True,True,True,True,True,True,False,False,False,South
3,6,530,2,-1,-1,-1,5,6,3,1,5,1,7,1,True,True,True,True,True,True,False,False,False,South
12,10,0,11,9,5,3,5,6,5,12,13,6,13,12,False,False,True,True,True,True,True,True,True,Stop
12,10,-1,11,9,5,3,5,6,5,12,13,6,13,12,False,False,True,True,True,True,True,True,True,Stop
12,10,-2,11,9,5,3,5,6,5,12,13,6,13,12,False,False,True,True,True,True,True,True,True,Stop
13,10,-3,12,10,4,2,5,6,5,12,13,6,13,12,False,True,True,True,True,True,True,True,True,East
14,10,-4,13,11,5,3,5,6,5,12,13,6,13,12,False,True,True,True,True,True,True,True,True,East
15,10,-5,14,12,6,4,5,6,5,12,13,6,13,12,True,True,True,True,True,True,True,True,True,East
16,10,-6,15,13,7,5,5,6,5,12,13,6,13,12,True,True,True,True,True,True,True,True,True,East
16,11,-7,16,12,8,4,5,6,5,12,13,6,13,12,True,True,True,True,True,True,True,True,True,North
16,12,-8,17,11,9,3,5,6,5,12,13,6,13,12,True,True,True,True,True,True,True,True,True,North
