@RELATION pacmandirection
@ATTRIBUTE posPacmanX  NUMERIC
@ATTRIBUTE posPacmanY   NUMERIC
@ATTRIBUTE score   NUMERIC
@ATTRIBUTE directionGhost1  {North,South,West,East,Stop,None}
@ATTRIBUTE directionGhost2  {North,South,West,East,Stop,None}
@ATTRIBUTE directionGhost3  {North,South,West,East,Stop,None}
@ATTRIBUTE directionGhost4  {North,South,West,East,Stop,None}
@ATTRIBUTE distanceGhosts1   NUMERIC
@ATTRIBUTE distanceGhosts2   NUMERIC
@ATTRIBUTE distanceGhosts3   NUMERIC
@ATTRIBUTE distanceGhosts4   NUMERIC
@ATTRIBUTE posGhost1X   NUMERIC
@ATTRIBUTE posGhost1Y   NUMERIC
@ATTRIBUTE posGhost2X   NUMERIC
@ATTRIBUTE posGhost2Y   NUMERIC
@ATTRIBUTE posGhost3X   NUMERIC
@ATTRIBUTE posGhost3Y   NUMERIC
@ATTRIBUTE posGhost4X   NUMERIC
@ATTRIBUTE posGhost4Y   NUMERIC
@ATTRIBUTE legalNorth   {True,False}
@ATTRIBUTE legalSouth   {True,False}
@ATTRIBUTE legalEast   {True,False}
@ATTRIBUTE legalWest   {True,False}
@ATTRIBUTE legalStop   {True,False}
@ATTRIBUTE livingGhost1   {True,False}
@ATTRIBUTE livingGhost2   {True,False}
@ATTRIBUTE livingGhost3   {True,False}
@ATTRIBUTE livingGhost4   {True,False}
@ATTRIBUTE futureScore   NUMERIC
@ATTRIBUTE directionPacman  {North,South,West,East,Stop,None}

@DATA
12,10,0,None,None,None,None,11,9,5,3,5,6,5,12,13,6,13,12,False,False,True,True,True,True,True,True,True,-1,Stop,
12,10,-1,Stop,Stop,Stop,Stop,11,9,5,3,5,6,5,12,13,6,13,12,False,False,True,True,True,True,True,True,True,-2,Stop,
12,10,-2,Stop,Stop,Stop,Stop,11,9,5,3,5,6,5,12,13,6,13,12,False,False,True,True,True,True,True,True,True,-3,Stop,
12,10,-3,Stop,Stop,Stop,Stop,11,9,5,3,5,6,5,12,13,6,13,12,False,False,True,True,True,True,True,True,True,-4,Stop,
12,10,-4,Stop,Stop,Stop,Stop,11,9,5,3,5,6,5,12,13,6,13,12,False,False,True,True,True,True,True,True,True,-5,Stop,
13,10,-5,Stop,Stop,Stop,Stop,12,10,4,2,5,6,5,12,13,6,13,12,False,True,True,True,True,True,True,True,True,-6,East,
14,10,-6,Stop,Stop,Stop,Stop,13,11,5,3,5,6,5,12,13,6,13,12,False,True,True,True,True,True,True,True,True,-7,East,
14,9,-7,Stop,Stop,Stop,Stop,12,12,4,4,5,6,5,12,13,6,13,12,True,True,True,True,True,True,True,True,True,-8,South,
14,8,-8,Stop,Stop,Stop,Stop,11,13,3,5,5,6,5,12,13,6,13,12,True,True,True,True,True,True,True,True,True,-9,South,
14,7,-9,Stop,Stop,Stop,Stop,10,14,2,6,5,6,5,12,13,6,13,12,True,True,True,False,True,True,True,True,True,-10,South,
