@RELATION pacmandirection
@ATTRIBUTE posPacmanX  NUMERIC
@ATTRIBUTE posPacmanY   NUMERIC
@ATTRIBUTE score   NUMERIC
@ATTRIBUTE directionGhost1  {North,South,West,East,Stop,None}
@ATTRIBUTE directionGhost2  {North,South,West,East,Stop,None}
@ATTRIBUTE directionGhost3  {North,South,West,East,Stop,None}
@ATTRIBUTE directionGhost4  {North,South,West,East,Stop,None}
@ATTRIBUTE distanceGhosts1   NUMERIC
@ATTRIBUTE distanceGhosts2   NUMERIC
@ATTRIBUTE distanceGhosts3   NUMERIC
@ATTRIBUTE distanceGhosts4   NUMERIC
@ATTRIBUTE posGhost1X   NUMERIC
@ATTRIBUTE posGhost1Y   NUMERIC
@ATTRIBUTE posGhost2X   NUMERIC
@ATTRIBUTE posGhost2Y   NUMERIC
@ATTRIBUTE posGhost3X   NUMERIC
@ATTRIBUTE posGhost3Y   NUMERIC
@ATTRIBUTE posGhost4X   NUMERIC
@ATTRIBUTE posGhost4Y   NUMERIC
@ATTRIBUTE legalNorth   {True,False}
@ATTRIBUTE legalSouth   {True,False}
@ATTRIBUTE legalEast   {True,False}
@ATTRIBUTE legalWest   {True,False}
@ATTRIBUTE legalStop   {True,False}
@ATTRIBUTE livingGhost1   {True,False}
@ATTRIBUTE livingGhost2   {True,False}
@ATTRIBUTE livingGhost3   {True,False}
@ATTRIBUTE livingGhost4   {True,False}
@ATTRIBUTE previousScore   NUMERIC
@ATTRIBUTE directionPacman  {North,South,West,East,Stop,None}

@DATA
1,11,0,None,None,None,None,11,7,7,18,6,5,6,9,8,11,14,6,False,True,True,False,True,True,True,True,True,0,Stop,
1,11,-1,East,East,East,Stop,12,8,8,18,7,5,7,9,9,11,14,6,False,True,True,False,True,True,True,True,True,0,Stop,
1,11,-2,East,South,West,South,13,9,7,19,8,5,7,8,8,11,14,6,False,True,True,False,True,True,True,True,True,-1,Stop,
2,11,-3,East,South,West,South,12,9,5,19,8,5,7,7,7,11,14,5,False,False,True,True,True,True,True,True,True,-2,East,
3,11,-4,North,East,West,East,10,9,4,19,8,6,8,7,7,11,14,4,False,False,True,True,True,True,True,True,True,-3,East,
4,11,-5,North,North,West,East,9,7,3,19,8,6,8,8,7,11,15,4,False,False,True,True,True,True,True,True,True,-4,East,
5,11,-6,South,East,East,South,9,7,3,19,8,5,9,8,8,11,16,4,False,True,True,True,True,True,True,True,True,-5,East,
6,11,-7,North,East,West,West,7,6,1,17,8,6,9,8,7,11,16,3,False,True,True,True,True,True,True,True,True,-6,East,
7,11,192,South,West,Stop,West,7,4,-1,15,8,5,8,8,5,1,15,3,False,False,True,True,True,True,True,False,True,-7,East,
8,11,191,South,North,Stop,East,7,2,-1,15,8,4,8,9,5,1,14,3,False,False,True,True,True,True,True,False,True,192,East,
9,11,190,South,South,Stop,North,8,4,-1,13,8,4,8,8,5,1,15,3,False,False,True,True,True,True,True,False,True,191,East,
10,11,189,East,South,Stop,East,8,6,-1,13,9,4,8,7,5,1,15,4,False,True,True,True,True,True,True,False,True,190,East,
10,10,188,South,North,Stop,West,8,4,-1,11,9,3,8,8,5,1,16,4,True,True,True,False,True,True,True,False,True,189,South,
10,9,187,North,West,Stop,North,6,4,-1,9,9,4,7,8,5,1,15,4,True,True,True,True,True,True,True,False,True,188,South,
9,9,186,West,South,Stop,West,6,4,-1,9,8,4,7,7,5,1,15,5,False,True,True,True,True,True,True,False,True,187,West,
8,9,185,East,South,Stop,South,6,3,-1,11,9,4,7,7,5,1,14,5,False,True,True,True,True,True,True,False,True,186,West,
7,9,184,East,North,Stop,South,7,1,-1,12,9,4,7,8,5,1,14,4,False,True,True,True,True,True,True,False,True,185,West,
7,8,383,East,Stop,Stop,West,6,-1,-1,10,9,4,3,1,5,1,14,4,True,True,True,True,True,True,False,False,True,184,South,
7,7,382,South,Stop,Stop,North,6,-1,-1,8,9,3,3,1,5,1,13,4,True,False,True,True,True,True,False,False,True,383,South,
8,7,381,South,Stop,Stop,West,5,-1,-1,6,9,3,3,1,5,1,13,5,True,True,True,True,True,True,False,False,True,382,East,
9,7,380,North,Stop,Stop,West,3,-1,-1,4,9,4,3,1,5,1,12,5,True,True,True,True,True,True,False,False,True,381,East,
10,7,379,East,Stop,Stop,East,3,-1,-1,4,10,4,3,1,5,1,11,5,True,True,False,True,True,True,False,False,True,380,East,
10,6,478,North,Stop,Stop,West,1,-1,-1,2,10,5,3,1,5,1,12,5,True,True,False,True,True,True,False,False,True,379,South,
10,5,677,Stop,Stop,Stop,West,-1,-1,-1,1,1,1,3,1,5,1,11,5,True,True,True,True,True,False,False,False,True,478,South,
10,4,676,Stop,Stop,Stop,East,-1,-1,-1,3,1,1,3,1,5,1,11,5,True,True,True,True,True,False,False,False,True,677,South,
11,4,675,Stop,Stop,Stop,East,-1,-1,-1,2,1,1,3,1,5,1,12,5,True,True,False,True,True,False,False,False,True,676,East,
1,11,0,None,None,None,None,11,7,7,18,6,5,6,9,8,11,14,6,False,True,True,False,True,True,True,True,True,0,Stop,
